Targets
SHBG
RAD51C
MIR125A
PRF1
KCNJ11
CD28
NSD1
LRRK2
GTF2H5
MIR17
ATR
MIR203A
DSG4
CDKN2B
DCT
B3GALT6
PLAU
NIPAL4
TRPV4
MIR221
RUNX1
ITGB2
MT-TL1
GAPDH
ACTC1
DLX3
AGT
NPM1
PAX3
CHAT
PPARGC1A
TFAP2A
PEPD
NTRK2
NAGLU
AGTR1
SERPINA1
COL12A1
SELP
PSAP
TNFRSF11B
F13A1
ACVRL1
PRL
GLI3
CCL5
PLAT
GLI2
IKBKG
GDF6
CYP1A1
MALAT1
MSX1
KRT83
LRP1
BMP2
HPRT1
SASH1
TYMS
ZEB2
BGLAP
TLR7
OFD1
RNASEH2A
FANCC
NEU1
THBD
VSX2
CLU
CACNA1A
COL6A2
PAX6
TF
STS
TIMP1
ABHD5
GATA3
C4A
CD34
CFHR1
MMP13
CCL27
CD8A
BAX
MPLKIP
MIR223
UGT1A1
SST
CYP2D6
PPOX
PTPRC
CSF2
FGF23
TNFSF11
MRE11
TARDBP
HLA-DQA1
ATP7B
CYP17A1
EDARADD
CX3CR1
MKI67
SMARCA2
IL7
JAK3
BGN
MYH11
LIG4
CFHR3
NLRP1
ITGB1
HGF
MAPK3
HMCN1
ERBB4
MYBPC3
ECM1
MYD88
CD40
PPARA
POLE
AIP
TNFRSF1B
ACHE
BCS1L
RNASEH2C
LTA
KRT6A
FOXO1
RNASEH2B
PI3
CALCA
DCN
PGR
SLC6A3
ASPRV1
KNSTRN
GJB4
CD44
EP300
DOCK8
AIRE
ABL1
PIGL
PRNP
IDH2
MBTPS2
LAMA2
GATA1
ANTXR1
GAS5
SOX9
CLDN1
REN
ACAT1
ABCD1
CDKN1C
DNMT1
SOX18
LYST
SETX
HMGA2
CYP4F22
ACTA2
LAMP2
ANGPT2
CDKN2B-AS1
DSE
RAB27A
C1S
GPT
ASAH1
CYP1A2
PPT1
MTR
KRT7
GCH1
CLN3
XYLT1
BMPR1A
MBL2
TNFAIP3
RAD50
GALK1
CYP2C9
STIM1
GCK
CCR5
CXCL10
ARAF
SLC29A3
SCN9A
KRT9
ARSA
POT1
NECTIN1
RIN2
ERAP1
ENO2
TYMP
CYP1B1
PIK3CD
SPRED1
PON1
SCN4A
GPC3
GLUL
STAT4
TLR3
PSEN2
BSCL2
ACAN
DEFB4A
KRT19
REST
BTK
LBR
FANCM
TFRC
KNG1
ITGB3
UROD
IFNA2
CYP27A1
KCNQ1
COL4A5
CRH
FGF7
TINF2
IL1R1
MTX2
CXCL12
C1R
S100B
CASR
FTO
IL12B
GLI1
ITGA3
SPARC
HR
GNE
PSMB8
FOXN1
ARID1A
ALDH2
SERPINF1
FUCA1
ESR2
MAOA
KRT6B
RASA1
RSPO1
WNT5A
NKX2-1
BEST1
HNF1B
SLURP1
CLN5
TIMP3
IKZF1
PLA2G6
FANCD2
FREM1
POGLUT1
FLT3
PRDM5
SERPING1
FLT1
SNHG31
NPPB
NSDHL
NEFL
FCGR2A
SLC22A5
IL7R
JAG1
ABCC8
NOTCH2
MEG3
CASP14
UBR1
CHST8
SF3B2
MIR27A
SLC39A13
MMP14
FOXO3
IL17RA
MIR214
POLR3A
SLC24A4
HSPD1
XRCC3
KRT86
ORAI1
SCN5A
SNAI2
DSG2
SYNE1
YAP1
CTSK
STRA6
GSN
BARD1
CR2
POLR1C
ADRB2
KMT2D
KMT2A
PCSK9
PRKG1
CXCR3
PARK7
DRD2
CHKB
MIR142
SERPINC1
NPY
CHUK
PLG
KLF4
HTT
STAT5B
XIAP
SMN1
RECQL
SKI
WDR19
HTR2A
MYCN
KCNQ2
TCF4
ALPL
GLS
GUSB
SUMF1
MAX
NEAT1
XRCC2
SCN2A
KRT74
IL17F
GRHL2
PIGA
EXPH5
CETP
SPG11
B3GAT3
MIR30A
CD59
ATP6V1A
MIR20A
SIX6
CYBA
NPC2
IL33
JAK1
F3
DSP-AS1
MIR222
GDF3
MAPK14
PRTN3
MFRP
TWIST1
TYK2
TUFT1
MIR126
PRKDC
KRT15
STING1
ETFDH
ATP6V1E1
HSPG2
STK19
GALNS
CLN6
DHFR
PANK2
SYK
DPYD
EPO
CD55
FGA
SOCS1
ADAMTS17
FECH
ALDH3A2
ARID1B
DSG3
CAMP
SLC19A1
RIT1
CRYAB
UCP2
LIPA
ASXL1
TNNT2
MYLK
ZAP70
TET2
MIR140
FANCL
SDHAF2
TRIP4
ATP13A2
AKT2
PTH
GBE1
RNASE3
ATP2C1
PECAM1
DNMT3B
GALNT3
CPT2
ODC1
PRKCA
MT-CO1
ETFA
CEBPA
HLA-DPB1
LRP5
TOR1A
SMARCAD1
PEX1
EMD
TMC8
BUB1B
MIR31
ABCC9
ACADVL
TCF7L2
KRT20
CYBB
LIPC
CSF1
POU5F1
SDR9C7
TFAM
HSPA4
COL11A1
NAMPT
KLK3
MIR29A
RARA
PLP1
FUS
AEBP1
WRAP53
PPP1CB
IRF6
LTBP1
BIRC5
HMBS
GATA4
CYP2C19
C9orf72
GNRH1
DCLRE1C
CHRNE
MYO5A
CEP290
IL23R
EPG5
GDNF
FCGR3B
FANCI
PIEZO2
LEPR
MED12
EBP
SBDS
SLC27A4
ERBB3
WFS1
CD46
IL2RB
AHR
PRKAG2
AMACR
CLN8
HOXC13
CTC1
NSUN2
EYA1
LGALS3
TSHR
ALDH1A3
PEX6
MIR34C
HADHA
AARS1
CDK6
GGT1
BTD
HMGB1
CCR6
MIF
SIGMAR1
BLK
C4B
USB1
EXT1
F8
TPO
THPO
MIRLET7C
UBE3A
MAPK8
RIGI
TIA1
KCTD1
RRM2B
NECTIN4
PIEZO1
UCHL1
GHRL
EPHX1
CCL11
KRIT1
AFP
HBA1
CPOX
TG
PAH
TRPV3
AUTS2
CHGA
COL18A1
IRS1
IL3
PNPLA2
SMOC1
PLEKHA1
EPHA2
NRG1
LOC130068781
ETV6
MIR205
DPAGT1
STAT2
RETN
DNA2
IL15
CHRNG
KCNH2
IRF5
HEXA
SIRT6
MMP7
FTL
PEX5
PHOX2B
ALAD
DPP4
RHOA
WWOX
HNF4A
WDR35
SKIC2
DHCR7
SULT2B1
GREM1
CYP27B1
EIF2AK3
CDKL5
DYNC1H1
GAD1
VAX1
NGFR
ADAMTS13
PVT1
XYLT2
ACTG1
PGK1
VPS13B
RAD51D
ADAMTSL2
IL6R
OGG1
EXTL3
FKRP
IGFBP2
AP3B1
NIPBL
KCTD7
DGUOK
PARN
SRD5A2
IGFBP1
C11orf65
LMNB1
PTDSS1
MIR149
MUSK
MFSD8
NDUFS4
SOS2
MIR133B
TRPV1
RUNX2
UBA1
HSP90AA1
MIR145
KLK7
AIFM1
MIRLET7B
EXT2
MYH3
S100A9
SLC25A24
BMPR2
FOXE3
TSLP
PEX2
MT-ND1
TRAF3IP2
APTX
MYL2
FOXC1
PNKP
MIR132
CAPN3
BAG3
LTBP3
XRCC4
GATA6
IFT122
TREM2
VCAN
HAMP
VAPB
PMS1
HP
CDK2
TWNK
NPPA
DNAH8
NTRK3
PINK1
BICD2
IFT43
SLC37A4
SYNGAP1
BCL2L12
SERPINA3
FLNC
HOXB13
LEMD3
VTN
UNC13D
HLA-G
FANCG
TIMP2
COL11A2
CYP21A2
EPHB4
TUBB3
BCYRN1
CACNA1C
IL2RG
OPA1
RASA2
LTBP2
PLCG2
SPTLC1
CDC73
NQO1
HJV
TMEM127
CD19
ACTA1
CNR1
CHRNA1
ABCB11
SUCLA2
ARSB
FREM2
ADAMTS10
ITPR1
PKD1
APCDD1
ABCB7
GJC2
TMC6
CREB1
IL22
MIR122
MAB21L2
ANGPT1
BIN1
MAPK10
RBCK1
ATP1A3
XDH
CYCS
VIP
MAT2A
ITGA2
MLPH
TBC1D24
NOG
IL12A
DOLK
SCN8A
NAT2
ACADM
CASP1
SELL
HAVCR2
ACP5
NHP2
FXN
KCNMA1
IL21
KRT85
RAD21
SPG7
SLX4
SREBF1
HELLS
RNU4ATAC
NOP10
STXBP1
MIR381
ACD
LOC113939944
ATXN2
IL12RB1
EDN3
PDHA1
GZMB
RAPSN
MFAP5
HSPA9
RPA1
GRIN2B
OTC
CSF1R
POFUT1
CHEK1
CARMIL2
HDAC4
MALT1
CD14
NCAM1
ALS2
ANKRD11
PRSS56
HMGB3
SATB2
CDH23
NAGA
MPZ
MGP
TBX1
PAX2
IKBKB
SNRPN
IDO1
S100A8
FKTN
GDF5
IL10RA
PTHLH
MIR335
LDHA
LMNB2
TUG1
MIR199B
LTF
ALG2
CASC15
STAT6
PRRT2
IFNGR1
SMC1A
NTHL1
L1CAM
TENM3
S100A7
RPL36A-HNRNPH2
POLG2
GRIN1
PGR-AS1
AQP5
IL4R
VKORC1
TLR9
IGHMBP2
PKHD1
BCL11B
MIR22
MC4R
MTM1
SLC1A3
DSC2
BCHE
CCR1
CLCN7
COL4A3
DDR2
CTSA
KRT81
AP1S1
ADAM10
EDNRA
PEX10
ARX
COL4A2
DNM2
SYNE2
LOC129930253
KRT18
ATXN3
NKX2-5
SETD2
LCN2
GPR143
PIK3CB
TGFA
PITX2
ATRIP-TREX1
FANCB
CAVIN1
IL23A
MMP8
TNFRSF11A
SAMD9
CCR2
MAF
UROS
SNORD15A
CCL3
PEX26
MT-CO2
PMEL
PYGM
RMRP
PNPLA6
DAG1
RAX
MYH6
F2RL1
DDC
CHI3L1
FABP5
MIR29C
CYP26C1
ATL1
STUB1
FANCF
SIRT3
ABCG2
GJA5
IL10RB
DDX41
MIR148A
RBPJ
CHRND
BIVM-ERCC5
HLCS
CD27
GMPPB
PDPN
IL31
GABRG2
ETS1
NR5A1
TPM2
PSENEN
NCF2
BCR
SLC25A4
ROS1
TCF3
SLCO1B1
SMARCAL1
NR3C2
NCF1
SACS
HADHB
ADNP
PEX7
MIR141
WAS
POMGNT1
ALMS1
SRD5A1
TNFRSF8
EHMT1
MIR150
NEB
CRNKL1
CNOT9
GNPTAB
SEC23B
PLOD3
EWSR1
HBA2
BTNL2
KLC1
GJB1
ABCC2
AGRN
POLR1A
KRT8
TBX5
PROM1
TNC
CYP2E1
PCNT
PEX11B
MPL
TAC1
AQP3
CIB1
FHL1
SGSH
DYSF
SETBP1
SLC5A7
POSTN
CD1A
DYRK1A
FANCE
CAV3
DLK1
GSK3B
RPS19
CCL17
LOXL1
MIRLET7D
GRIN2A
COMP
CARD9
HEXB
STN1
MIR211
PTCH2
WDR73
KAT6B
TNPO3
ETFB
SMC3
POMT1
MIR199A1
HSD17B10
YY1
TRIM32
SCN10A
TNFSF4
RBBP8
MYOD1
SLC25A13
NFIX
CCR7
CIITA
KDM6A
ARG1
PEX3
PGM3
IFNB1
LOC106627981
CTNS
MCOLN1
MIR200A
SMARCE1
SOX5
HPGD
TGM3
SCARB1
ALAS2
CEACAM5
FIG4
FOXL2
POMP
TK2
COQ4
NME1
GSR
NOS1
SMN2
CYP3A5
SOX11
FGF8
PEX12
STXBP2
SPTAN1
TKT
BCL2L1
SLPI
OSMR
CLCN6
FADD
SMAD6
SLC52A3
NR4A2
FCGR3A
F9
ITGAL
TAT
DNAJC5
PSTPIP1
DLL4
FCGR2B
LIPH
PTS
CDC42
MIR7-3HG
C5AR1
PIK3C2A
CRHR1
ADSL
IHH
CCR3
HNF1A-AS1
ANO5
ICOS
CALR
GDF2
APOA2
ITGA2B
EGFR-AS1
CUL4B
CYP11A1
WNT3A
GALT
PDCD10
MIR193A
LMX1B
MIR99B
EXO1
PFKM
TRAPPC11
MBP
SCN1B
NR1H2
MIR29B1
MIR4733HG
CCN1
TTC7A
MIRLET7E
PTPN6
CDH2
LOC111811965
DDX11
JAZF1
MIR19A
PMM2
TBK1
TNNI3
CHRNB1
AGL
MSH3
MIR200C
VRK1
RPE65
PTH1R
ABCA3
KISS1
FGB
PPARD
TPM3
SUOX
LRP4
GNA14
HUWE1
SNAP25
MIR143
PDE11A
FHIT
FOXC2
IL6ST
TFAP2B
PRKD1
CSGALNACT1
SLC40A1
CSTB
CRYAA
APEX1
SLC2A2
PROC
CCND2
PGF
FOXP1
SLCO2A1
DOCK6
COQ8A
LIPE
ATP6AP2
ACAD9
PLIN1
PDE4D
SPAST
LPIN2
MIR139
ATP1A2
PCDH19
NRP1
HSD17B4
RELA
PAX5
GCDH
SLC4A1
PKP2
IFT140
SP1
CD151
STAR
MANBA
CXCL9
DOK7
ZFPM2
LURAP1L-AS1
SERPINH1
TMEM38B
SMCHD1
ACVR1
PEX13
CCBE1
MIR93
TPI1
FGF3
SRCAP
CACNA1S
AAAS
AFG3L2
CCR4
GAST
MLANA
SURF1
PERP
SLC39A7
EXOSC3
PWAR1
VPS33B
ANXA5
IRF1
AGTR2
RELN
PEX16
CDK1
RXRA
PHGDH
MIR148B
HTR1A
SCO2
EIF2AK2
RORA
MYH9
HSPA5
FLNB
NLRP12
C9
MC2R
MT-CYB
LRMDA
OPTN
CHCHD10
FOXG1
DNASE1
PPP6C
PDX1
MIR106A
PPM1D
LOC126862571
DPM1
MTRR
TBP
AURKA
GLMN
KIF22
AHSG
KDF1
AGA
LIPN
SALL1
DTNBP1
MIR181A1
RHBDF2
SERPINB7
F7
CTNNA1
MKS1
HDAC8
MYOT
WDR45
MCM4
CTSF
TERF2
DNAJB6
MEF2C
TNFSF13B
DIS3L2
LPAR6
MAN2B1
MYOC
APOC3
LIG1
ABCB4
USH2A
DLL1
TBL1XR1
RRAS
LEPQTL1
ESCO2
KDM1A
TCN2
PCSK1
IRAK1
SMAD7
ADM
G6PC3
SGCB
S100A1
LDB3
MATR3
AAGAB
DNM1L
OCRL
TCIRG1
AVP
MIR30B
MIR127
WNT1
CTBP1
AGPAT2
FOXP2
FA2H
CMA1
CD163
FLI1
MIR144
CASP10
RHO
SGCE
PLCB4
ANTXR2
PLOD2
TAP1
CLEC7A
ALG8
GJA4
NDE1
AREG
RPS6KA3
UBA2
PLCG1
SAMD9L
PGM2L1
PCCB
MT-RNR1
CCL4
MIR379
PAFAH1B1
MLH3
MIR10A
MIR130A
SLC35C1
LOC110806262
CRABP2
TERF1
HSD11B1
SRD5A3
POMT2
HPS3
PRPS1
ITPR3
UGCG
MIR18A
VAMP1
HPS5
MICA
CD68
DRD4
ITGB6
SOCS3
SLC18A2
CYP24A1
BCAP31
QDPR
MIR204
HPS1
TFR2
PHYH
PEX19
RPL5
SIL1
OPRM1
SALL4
MIR30E
ITGA4
BCL10
STX11
IL31RA
HSPB8
DVL1
KRT6C
TAP2
CD247
THBS2
ABCC1
TALDO1
CNTNAP2
PKD2
ALOX12
MIR23A
DCHS1
TPMT
MICU1
GAL
LOC107133510
APOH
MIR154
GP1BA
LETM1
KCNQ1OT1
MIR409
TNFSF10
GFPT1
MIR494
LARGE1
DHCR24
ARID2
ROR2
ASL
CFP
PMP22
CTCF
NES
NSD2
GMNN
TRA-TGC7-1
FGFR4
MAGEL2
MT-TS1
ACE2
A2M
RYR2
DNAJC21
SLC6A8
MIR320A
GHRHR
GP6
PC
TP73
LCK
LEMD2
MIR15A
REEP1
ALDOA
KEAP1
UBE2A
KCNQ3
SHOX
FAT4
OXT
PROS1
DCTN1
MKRN3
CCL22
TXN
B3GLCT
ATP8B1
HPS4
AICDA
UCA1
ACSL4
TPSAB1
TRAF6
GYS1
MIR342
CASK
MIR100
PLAG1
COG7
PGM1
CCL20
TUBB4A
CARD11
SGCA
MAN1B1
VCL
LACTB
LIF
WNT7A
HNRNPA2B1
NPHP3
MAP1B
NEDD4L
C5
KCNA1
CST6
KDSR
OCLN
LIFR
TCHH
NLRC4
RPGR
SOX3
GSTM3
SLC52A2
AP3D1
DBH
NFKB2
SELENON
SLC30A10
TOR1AIP1
CNTN1
BMS1
NEUROD1
MIR200B
FGF17
RAI1
ELP1
ASS1
POLR3B
CCM2
KANSL1
CDK5
CNGB3
GPX1
H2AX
NPHP1
PRKCD
VLDLR
OTULIN
CXCL1
ABCG8
SLC26A2
BBS1
CXCR2
CYP7B1
TGIF1
SNRPE
KIF1A
IL1RL2
IL1RAPL2
TNFRSF4
KRT13
FOXM1
CALML5
SC5D
BCL6
ISCU
EIF2B5
MYO7A
PCYT1A
CSF3R
CYB5R3
SPR
SCARB2
IGFBP5
ISG15
MIR224
MIR23B
OAS1
COL4A4
MSN
SRFBP1
EFTUD2
NR1H4
TMEM43
ALPP
SLC18A3
PPP1R13L
ZC4H2
NBAS
TPCN2
TUBA1A
EPAS1
SRY
TMEM106B
UNG
MIR369
RPSA
ADRA2A
HPS6
GOSR2
P2RY12
PIK3R2
CD86
MIR451A
PNP
BACE1
KARS1
VIPAS39
SNAP29
MIR183
VAC14
PDYN
E2F1
GNB3
GDF15
CORO1A
TNFRSF10B
EGR1
PRPH2
ASPA
TACR3
CACNA1H
MMACHC
KIF1B
SH3PXD2B
MIAT
G6PC1
SOST
TNNT3
BLOC1S3
MIR197
GRM1
HTRA2
MX1
LAMB1
NDN
ATG5
RPS27A
CUL3
PROKR2
MLXIPL
CD80
TOP2A
CRPPA
MIR24-1
BUB1
DKK1
PRDX1
KMT2C
DSC1
MT-ND5
MSX2
SLC1A2
LOXL3
MMP12
DCC
TRAIP
GNPAT
HBEGF
KLK5
SIX1
ZIC3
HSD11B2
PLAUR
KCNJ6
GPNMB
FKBP10
LPIN1
EPM2A
PEX14
ALOX5
RPL11
ANG
SLC25A1
B4GALT1
KLLN
MPV17
MRAS
KDM5C
SCN11A
CCK
TNFRSF13B
HGSNAT
SEPTIN9
SFTPB
ANAPC1
CHD8
HRH1
COX5A
CC2D2A
GFER
LOC100507346
GABBR1
CKB
ABCG5
EZR
SHANK3
LGALS1
DRD3
RAX2
CHMP2B
EIF2AK4
MCL1
SLC9A1
LYN
DEPDC5
PNPT1
TRH
TP53BP1
KISS1R
SLC12A3
PTGS1
POU1F1
ERG
TCAP
STAMBP
RNASEL
HDAC1
TOMM40
RAB39B
GNS
APOA5
GC
KRT10-AS1
GM2A
LOC126862124
WASHC5
POMGNT2
GCG
POLR1D
STX1A
SEMA3A
RIPK1
KIF7
KCNJ5
CSNK2A1
HSD3B2
MAFB
SCNN1A
CEP57
F10
POR
FRAS1
ANOS1
PLS3
RARS1
MIR125B1
XRCC6
CHD4
HLA-DRA
SPTLC2
EIF4E
TOP1
MASP1
MAP2
TRPM4
KIF11
MIR215
COLQ
TBX3
PAX8
NR0B1
GARS1
MT-ATP6
TRNT1
LRBA
DCX
SLCO1B3
IBSP
REV3L
AMH
TACR1
PAX4
TGFBI
SULT1A1
TRPA1
IL18R1
WNK1
MAGT1
ERCC6L2
RPGRIP1L
LAMA5
SOX2-OT
COG2
CYP11B2
CD69
LOC126861525
BMP7
BECN1
DSPP
SGCD
CHCHD2
MIR191
RNF216
PCAT1
MPDU1
CASP9
PLA2G7
SLC16A2
MT-ND2
SLC20A2
CHRNA7
BPTF
DDX3X
CACNA1G
ADRB3
CALB2
RNF168
FERMT3
GPX4
SLC11A1
SFTPC
PIGN
CLPB
MIR193B
WNT10B
RIPK4
HSPA1A
PXDN
MYH14
CCNE1
BCL11A
ANKRD26
TFE3
GDF11
DGAT2
ANK1
ATN1
FLVCR1
CYP2B6
BMI1
SLC7A7
HDAC6
FBXO7
PLAGL1
LRP2
ALG14
GABRB3
FOXE1
DDR1
H6PD
MRPS22
TRPM1
HSP90AB1
PDHX
OXTR
MECOM
GHRH
TGM2
MYBPC1
GABRA1
SUZ12
TLR1
CHRNA4
AQP1
FSHR
HAX1
PCCA
NHEJ1
ATP6V1B2
GAD2
CTSL
LHCGR
FGF9
LSS
A2ML1
SORL1
SKIC3
TRB
LCAT
FGG
CLCNKB
RN7SL1
GNRHR
PKLR
CHKA
ECE1
F2R
ANO10
LOC106099062
CYP11B1
DPM3
ALX4
MUC16
ELAC2
CUBN
DUSP6
ACADS
MYB
HDAC9
BRD4
KCNA2
TAF1
NRXN1
CDK10
DMPK
DPM2
CDH11
PHF6
IL9
LIMK1
LIN28B
NODAL
USP8
EGR2
IGF2R
BMPR1B
ADCY10
GRIA3
TPM1
CEACAM3
CCR10
NPR2
SYT1
ABCA7
CANT1
DLD
TAMM41
KCNJ2
SUCLG1
XIST
MYH2
MIR338
CHRM3
TARS1
AHCY
SH2D1A
UBE3B
MT-CO3
KIF5A
COL25A1
PRICKLE1
IL37
MAD2L2
MIR382
RANBP2
TNNI2
TPH1
CCNA2
GCLC
PDE6B
CDX2
SFTPD
LSM11
IFNAR2
PTK2
CD70
ZEB1
ADH1B
EPHX2
RAD51B
MSTO1
USP9X
RBM8A
LAMP1
DLG4
CFD
PRSS1
DLAT
PUS1
HSPA8
PQBP1
NPHS1
AIF1
EOGT
MAP3K1
TMPRSS6
LAMA4
NCF4
FGF20
PRKACA
IRS2
RASSF1
TLR8
CDC45
TBCE
CHSY1
ACTN2
SPI1
DNAJC6
PAPPA
MYO5B
MUS81
SI
CREB3L1
ITK
HTR2C
FAH
VARS2
BMP1
CCNH
SGCG
MYEF2
IFNGR2
RRAS2
UMOD
C19orf12
COG6
IL11
TAFAZZIN
MIR128-1
LONP1
MIR182
RECK
NPPC
SYNJ1
BNC1
GAMT
KLK8
GJA8
TBX4
DDIT3
CHD2
ZNF592
PAX7
FEN1
ADAMTSL4
MARS1
B4GAT1
RAD52
TBXA2R
TRPM3
RPL10
ADAMTS9
MTHFD1
RPS24
TRP-AGG2-5
NHLRC1
MB
MIR501
PROP1
IFT172
ALDH7A1
TUBGCP6
RPL35A
DSTYK
HLA-DPA1
THAP1
TSFM
NCL
RFC2
CD38
IL19
IRF8
CHST3
MIR361
TBX20
FGF5
WIPF1
DLX5
MT-ND4
SPRY4-IT1
MTAP
GRB10
MBD5
MIR99A
RASGRP1
APC2
GRHL3
TOP2B
AFF2
PTX3
ASCC3
MIR106B
NT5E
PKM
SLC19A2
CD207
THRA
MIR495
MYH8
CAMTA1
ATG7
UVSSA
NGLY1
PSAT1
ATIC
AMPD1
MOGS
MIR9-1
FBXO11
HNRNPA1
PDGFA
PACS2
TANGO2
TBX21
BSG
FAS-AS1
NDUFS2
JAG2
MIR185
NPHP4
DRAIC
BANCR
MIR98
NLGN4X
H3-3B
ITGA7
SRF
OXA1L
SPRED2
ANXA1
AXL
IRF3
EIF4G1
ARHGAP31
ZSWIM6
GRIK2
TNIP1
RPL15
LPA
XRCC5
HBG2
NTF3
IL20
HGD
SYT2
ABHD12
BANK1
GRB2
KPRP
ALDH1A1
SHC1
RS1
CLOCK
PRDM1
FCER2
VEGFD
TNNT1
GABRD
GSTO1
RNASE7
GP1BB
MIR452
MMP10
RORC
COL13A1
UBE2L3
PRMT7
MIR331
B3GALNT2
GPI
FABP2
TAB2
ALOX15B
HHEX
CXCR1
BLOC1S6
FGD1
ACOX1
CXCL11
PIGV
POLA1
MS4A1
TJP1
NEXMIF
KBTBD13
ENO1
GAN
DHDDS
MIR34B
SPTBN2
SLC6A1
